,DNA Test ID,DNA Sample Timestamp,Beach,DNA Sample 1 Reading,DNA Sample 2 Reading,DNA Reading Mean,Latitude,Longitude,Sample Date,Sample Time
18905,4314.0,2017-07-21 00:00:00,Oak Street,184.0,135.0,157.6,41.9032,-87.6235,2017-07-21,00:00:00
18907,4788.0,2017-08-05 00:00:00,12th Street,600.0,237.0,377.1,41.8638,-87.6083,2017-08-05,00:00:00
18908,4930.0,2017-08-09 00:00:00,Oakwood,58.0,30.0,41.7,41.8211,-87.5976,2017-08-09,00:00:00
18915,7650.0,2018-07-05 00:00:00,Humboldt,1032.0,10.0,101.6,41.90643,-87.703717,2018-07-05,00:00:00
18923,7847.0,2018-07-10 00:00:00,Foster,481.0,288.0,372.2,41.9785,-87.6515,2018-07-10,00:00:00
18926,10226.0,2018-09-02 11:50:00,South Shore,1239.0,913.0,1063.6,41.7689,-87.5636,2018-09-02,11:50:00
18929,6819.0,2018-06-17 00:00:00,Hartigan (Albion),68.0,243.0,128.5,42.0027,-87.6564,2018-06-17,00:00:00
18935,3128.0,2017-06-21 00:00:00,Hartigan (Albion),318.0,286.0,301.6,42.0027,-87.6564,2017-06-21,00:00:00
18939,5129.0,2017-08-15 00:00:00,Ohio Street,56.0,21.0,34.3,41.8935,-87.6152,2017-08-15,00:00:00
18940,1201.0,2016-07-13 12:21:00,Calumet,255.0,188.0,219.0,41.7142,-87.5299,2016-07-13,12:21:00
18945,9351.0,2018-08-14 00:00:00,Osterman,358.0,181.0,254.6,41.9877,-87.6545,2018-08-14,00:00:00
18960,763.0,2016-06-15 11:43:00,South Shore,173.0,81.0,118.4,41.7689,-87.5636,2016-06-15,11:43:00
18963,9369.0,2018-08-15 00:00:00,57th Street,776.0,501.0,623.5,41.7911,-87.5797,2018-08-15,00:00:00
18967,8426.0,2018-07-24 00:00:00,Rainbow,205.0,302.0,248.8,41.758,-87.551,2018-07-24,00:00:00
18969,66.0,2015-05-28 00:00:00,South Shore,441.1,807.8,597.0,41.7689,-87.5636,2015-05-28,00:00:00
18972,4185.0,2017-07-16 00:00:00,Rainbow,597.0,544.0,569.9,41.758,-87.551,2017-07-16,00:00:00
18977,3968.0,2017-07-11 00:00:00,Hartigan (Albion),548.0,1162.0,798.0,42.0027,-87.6564,2017-07-11,00:00:00
18978,6110.0,2018-05-30 12:02:00,Marion Mahony Griffin (Jarvis),507.0,634.0,567.0,42.0161,-87.6647,2018-05-30,12:02:00
18984,10570.0,2019-06-02 11:42:00,South Shore,1050.0,580.0,780.4,41.7689,-87.5636,2019-06-02,11:42:00
18989,4941.0,2017-08-09 00:00:00,Hartigan (Albion),40.0,170.0,82.5,42.0027,-87.6564,2017-08-09,00:00:00
18991,4647.0,2017-08-01 00:00:00,Rainbow,351.0,173.0,246.4,41.758,-87.551,2017-08-01,00:00:00
18992,1206.0,2016-07-14 12:53:00,Montrose,95.0,16.0,39.0,41.9655,-87.6385,2016-07-14,12:53:00
18998,206.0,2015-07-24 00:00:00,South Shore,57.5,47.9,52.0,41.7689,-87.5636,2015-07-24,00:00:00
19006,7392.0,2018-06-30 12:02:00,Osterman,1175.0,417.0,700.0,41.9877,-87.6545,2018-06-30,12:02:00
19012,3565.0,2017-06-30 00:00:00,Ohio Street,254.0,65.0,128.5,41.8935,-87.6152,2017-06-30,00:00:00
19018,24.0,2015-06-26 00:00:00,Calumet,1296.7,586.7,872.0,41.7142,-87.5299,2015-06-26,00:00:00
19020,89.0,2015-08-11 00:00:00,South Shore,282.6,547.5,393.0,41.7689,-87.5636,2015-08-11,00:00:00
19030,6021.0,2018-05-29 12:08:00,Rainbow,8.0,9.0,8.5,41.758,-87.551,2018-05-29,12:08:00
19032,8425.0,2018-07-24 00:00:00,Calumet,193.0,58.0,105.8,41.7142,-87.5299,2018-07-24,00:00:00
19035,69.0,2015-08-20 00:00:00,Rainbow,426.1,177.9,275.0,41.758,-87.551,2015-08-20,00:00:00
19036,5868.0,2017-09-02 00:00:00,Margaret T Burroughs (31st),333.0,206.0,261.9,41.8393,-87.6072,2017-09-02,00:00:00
19049,194.0,2015-07-30 00:00:00,63rd Street,69.4,22.1,39.0,41.7827,-87.5748,2015-07-30,00:00:00
19051,3547.0,2017-06-30 00:00:00,57th Street,75.0,23.0,41.5,41.7911,-87.5797,2017-06-30,00:00:00
19054,10227.0,2018-09-02 11:51:00,57th Street,19.0,28.0,23.1,41.7911,-87.5797,2018-09-02,11:51:00
19059,5032.0,2017-08-13 00:00:00,Calumet,127.0,202.0,160.2,41.7142,-87.5299,2017-08-13,00:00:00
19061,119.0,2015-07-21 00:00:00,Montrose,204.5,132.6,165.0,41.9655,-87.6385,2015-07-21,00:00:00
19062,501.0,2016-05-26 14:54:00,Calumet,41.0,1192.0,221.1,41.7142,-87.5299,2016-05-26,14:54:00
19063,4438.0,2017-07-26 00:00:00,57th Street,300.0,452.0,368.2,41.7911,-87.5797,2017-07-26,00:00:00
19068,9987.0,2018-08-28 00:00:00,Oakwood,66.0,56.0,60.8,41.8211,-87.5976,2018-08-28,00:00:00
19074,2425.0,2017-05-31 00:00:00,Montrose,806.0,981.0,889.2,41.9655,-87.6385,2017-05-31,00:00:00
19076,3078.0,2017-06-22 00:00:00,57th Street,13.0,255.0,57.6,41.7911,-87.5797,2017-06-22,00:00:00
19079,7429.0,2018-07-01 00:00:00,57th Street,113.0,94.0,103.1,41.7911,-87.5797,2018-07-01,00:00:00
19090,7242.0,2018-06-26 00:00:00,Marion Mahony Griffin (Jarvis),167.0,90.0,122.6,42.0161,-87.6647,2018-06-26,00:00:00
19091,3123.0,2017-06-22 00:00:00,Osterman,3.0,12.0,6.0,41.9877,-87.6545,2017-06-22,00:00:00
19094,3192.0,2017-06-23 00:00:00,Osterman,457.0,634.0,538.3,41.9877,-87.6545,2017-06-23,00:00:00
19102,9108.0,2018-08-08 12:36:00,North Avenue,293.0,267.0,279.7,41.9148,-87.6273,2018-08-08,12:36:00
19105,9911.0,2018-08-25 11:51:00,North Avenue,175.0,115.0,141.9,41.9148,-87.6273,2018-08-25,11:51:00
19106,1726.0,2016-08-11 12:36:00,North Avenue,47.0,93.0,66.1,41.9148,-87.6273,2016-08-11,12:36:00
19108,6060.0,2018-05-30 11:58:00,Humboldt,571.0,494.0,531.1,41.90643,-87.703717,2018-05-30,11:58:00
19109,3730.0,2017-07-05 00:00:00,Humboldt,433.0,402.0,417.2,41.90643,-87.703717,2017-07-05,00:00:00
19113,8633.0,2018-07-29 11:49:00,Osterman,2107.0,69.0,381.3,41.9877,-87.6545,2018-07-29,11:49:00
19122,2637.0,2017-06-07 00:00:00,North Avenue,2.0,39.0,8.8,41.9148,-87.6273,2017-06-07,00:00:00
19130,8726.0,2018-07-31 11:12:00,North Avenue,199.0,112.0,149.3,41.9148,-87.6273,2018-07-31,11:12:00
19132,6430.0,2018-06-09 00:00:00,Humboldt,27058.0,19653.0,23060.2,41.90643,-87.703717,2018-06-09,00:00:00
19133,4686.0,2017-08-02 00:00:00,63rd Street,94.0,116.0,104.4,41.7827,-87.5748,2017-08-02,00:00:00
19135,228.0,2015-08-28 00:00:00,63rd Street,35.3,24.0,29.0,41.7827,-87.5748,2015-08-28,00:00:00
19137,9963.0,2018-08-27 11:29:00,Howard,3070.0,3988.0,3499.0,42.0188,-87.6663,2018-08-27,11:29:00
19138,10246.0,2018-09-02 11:51:00,63rd Street,91.0,399.0,190.5,41.7827,-87.5748,2018-09-02,11:51:00
19141,2611.0,2017-06-05 00:00:00,Marion Mahony Griffin (Jarvis),22.0,48.0,32.5,42.0161,-87.6647,2017-06-05,00:00:00
19155,6673.0,2018-06-14 11:47:00,Hartigan (Albion),9.0,19.0,13.1,42.0027,-87.6564,2018-06-14,11:47:00
19156,6408.0,2018-06-08 00:00:00,63rd Street,101.0,191.0,138.9,41.7827,-87.5748,2018-06-08,00:00:00
19158,6645.0,2018-06-13 00:00:00,Humboldt,51.0,3.0,12.4,41.90643,-87.703717,2018-06-13,00:00:00
19162,2708.0,2017-06-09 00:00:00,Humboldt,41.0,278.0,106.8,41.90643,-87.703717,2017-06-09,00:00:00
19163,6147.0,2018-05-31 11:52:00,Oakwood,9.0,194.0,41.8,41.8211,-87.5976,2018-05-31,11:52:00
19165,4614.0,2017-07-31 00:00:00,South Shore,339.0,569.0,439.2,41.7689,-87.5636,2017-07-31,00:00:00
19170,3312.0,2017-06-26 00:00:00,Osterman,106.0,36.0,61.8,41.9877,-87.6545,2017-06-26,00:00:00
19171,6089.0,2018-05-30 12:00:00,Osterman,4050.0,5355.0,4657.0,41.9877,-87.6545,2018-05-30,12:00:00
19172,6825.0,2018-06-18 00:00:00,Calumet,129.0,498.0,253.5,41.7142,-87.5299,2018-06-18,00:00:00
19182,4532.0,2017-07-28 00:00:00,Humboldt,1581.0,1848.0,1709.3,41.90643,-87.703717,2017-07-28,00:00:00
19189,8809.0,2018-08-01 00:00:00,Rogers,284.0,22.0,79.0,42.0213,-87.6666,2018-08-01,00:00:00
19197,4186.0,2017-07-16 00:00:00,63rd Street,185.0,290.0,231.6,41.7827,-87.5748,2017-07-16,00:00:00
19198,10149.0,2018-08-31 11:55:00,Margaret T Burroughs (31st),88.0,137.0,109.8,41.8393,-87.6072,2018-08-31,11:55:00
19203,2307.0,2017-05-26 12:29:00,Margaret T Burroughs (31st),11.0,12.0,11.5,41.8393,-87.6072,2017-05-26,12:29:00
19209,7626.0,2018-07-05 00:00:00,South Shore,1187.0,1320.0,1251.7,41.7689,-87.5636,2018-07-05,00:00:00
19210,8230.0,2018-07-19 00:00:00,Humboldt,1827.0,942.0,1311.9,41.90643,-87.703717,2018-07-19,00:00:00
19211,3146.0,2017-06-22 00:00:00,North Avenue,3.0,3.0,3.0,41.9148,-87.6273,2017-06-22,00:00:00
19214,6085.0,2018-05-30 11:52:00,Calumet,224.0,9836.0,1484.3,41.7142,-87.5299,2018-05-30,11:52:00
19216,3682.0,2017-07-04 00:00:00,Margaret T Burroughs (31st),2112.0,2550.0,2320.7,41.8393,-87.6072,2017-07-04,00:00:00
19217,8527.0,2018-07-26 11:30:00,Oakwood,4.0,118.0,21.7,41.8211,-87.5976,2018-07-26,11:30:00
19220,1449.0,2016-07-28 14:00:00,South Shore,307.0,403.0,351.7,41.7689,-87.5636,2016-07-28,14:00:00
19222,1086.0,2016-07-06 12:29:00,Montrose,154.0,1295.0,446.6,41.9655,-87.6385,2016-07-06,12:29:00
19227,972.0,2016-06-26 12:37:00,Ohio Street,383.0,596.0,477.8,41.8935,-87.6152,2016-06-26,12:37:00
19228,6945.0,2018-06-20 11:32:00,Rainbow,207.0,338.0,264.5,41.758,-87.551,2018-06-20,11:32:00
19235,5150.0,2017-08-15 00:00:00,Hartigan (Albion),174.0,189.0,181.3,42.0027,-87.6564,2017-08-15,00:00:00
19238,6066.0,2018-05-29 12:08:00,Foster,145.0,244.0,188.1,41.9785,-87.6515,2018-05-29,12:08:00
19248,9092.0,2018-08-08 12:36:00,Montrose,218.0,135.0,171.6,41.9655,-87.6385,2018-08-08,12:36:00
19253,5648.0,2017-08-29 00:00:00,12th Street,16.0,5.0,8.9,41.8638,-87.6083,2017-08-29,00:00:00
19256,2706.0,2017-06-09 00:00:00,Oakwood,108.0,14.0,38.9,41.8211,-87.5976,2017-06-09,00:00:00
19261,630.0,2016-06-04 00:00:00,12th Street,116.0,76.0,93.9,41.8638,-87.6083,2016-06-04,00:00:00
19263,4812.0,2017-08-05 00:00:00,Leone,801.0,690.0,743.4,42.0131,-87.6635,2017-08-05,00:00:00
19268,2369.0,2017-05-30 00:00:00,Margaret T Burroughs (31st),16.0,9.0,12.0,41.8393,-87.6072,2017-05-30,00:00:00
19270,4105.0,2017-07-14 00:00:00,Calumet,698.0,450.0,560.4,41.7142,-87.5299,2017-07-14,00:00:00
19274,4420.0,2017-07-24 00:00:00,Howard,1116.0,1348.0,1226.5,42.0188,-87.6663,2017-07-24,00:00:00
19282,4386.0,2017-07-23 00:00:00,North Avenue,138.0,18.0,49.8,41.9148,-87.6273,2017-07-23,00:00:00
19286,9967.0,2018-08-28 00:00:00,57th Street,1202.0,1141.0,1171.1,41.7911,-87.5797,2018-08-28,00:00:00
19287,8913.0,2018-08-03 00:00:00,Hartigan (Albion),143.0,117.0,129.3,42.0027,-87.6564,2018-08-03,00:00:00
19288,2372.0,2017-05-30 00:00:00,Montrose,231.0,920.0,461.0,41.9655,-87.6385,2017-05-30,00:00:00
19309,3525.0,2017-06-29 00:00:00,Humboldt,2401.0,1701.0,2020.9,41.90643,-87.703717,2017-06-29,00:00:00
19314,8715.0,2018-07-31 11:12:00,Montrose,742.0,797.0,769.0,41.9655,-87.6385,2018-07-31,11:12:00
19316,8266.0,2018-07-20 11:54:00,Montrose,1380.0,3591.0,2226.1,41.9655,-87.6385,2018-07-20,11:54:00
19319,2408.0,2017-05-30 00:00:00,North Avenue,120.0,227.0,165.0,41.9148,-87.6273,2017-05-30,00:00:00
19322,3805.0,2017-07-07 00:00:00,Rainbow,1475.0,848.0,1118.4,41.758,-87.551,2017-07-07,00:00:00
19333,2054.0,2016-08-25 13:01:00,North Avenue,11.0,18.0,14.1,41.9148,-87.6273,2016-08-25,13:01:00
19339,7655.0,2018-07-05 00:00:00,Rogers,69.0,80.0,74.3,42.0213,-87.6666,2018-07-05,00:00:00
19341,6386.0,2018-06-07 11:54:00,Rainbow,557.0,501.0,528.3,41.758,-87.551,2018-06-07,11:54:00
19342,7107.0,2018-06-23 11:50:00,57th Street,900.0,311.0,529.1,41.7911,-87.5797,2018-06-23,11:50:00
19345,619.0,2016-06-08 11:31:00,South Shore,210.0,29.0,78.0,41.7689,-87.5636,2016-06-08,11:31:00
19348,10429.0,2019-05-27 11:44:00,Oak Street,21.0,79.0,40.7,41.9032,-87.6235,2019-05-27,11:44:00
19349,2933.0,2017-06-14 00:00:00,Rogers,124.0,40.0,70.4,42.0213,-87.6666,2017-06-14,00:00:00
19354,9221.0,2018-08-10 00:00:00,Leone,796.0,472.0,613.0,42.0131,-87.6635,2018-08-10,00:00:00
19357,6470.0,2018-06-10 00:00:00,Oakwood,3.0,53.0,12.6,41.8211,-87.5976,2018-06-10,00:00:00
19360,3676.0,2017-07-03 00:00:00,Marion Mahony Griffin (Jarvis),417.0,79.0,181.5,42.0161,-87.6647,2017-07-03,00:00:00
19368,5147.0,2017-08-15 00:00:00,North Avenue,871.0,1313.0,1069.4,41.9148,-87.6273,2017-08-15,00:00:00
19369,1570.0,2016-07-31 12:18:00,North Avenue,6.0,22.0,11.5,41.9148,-87.6273,2016-07-31,12:18:00
19371,5765.0,2017-08-31 00:00:00,12th Street,153.0,46.0,83.9,41.8638,-87.6083,2017-08-31,00:00:00
19376,1041.0,2016-06-30 11:56:00,12th Street,7.0,154.0,32.8,41.8638,-87.6083,2016-06-30,11:56:00
19377,7444.0,2018-07-01 00:00:00,Rogers,333.0,73.0,155.9,42.0213,-87.6666,2018-07-01,00:00:00
19379,4026.0,2017-07-12 00:00:00,Howard,810.0,670.0,736.7,42.0188,-87.6663,2017-07-12,00:00:00
19384,4435.0,2017-07-26 00:00:00,Calumet,209.0,197.0,202.9,41.7142,-87.5299,2017-07-26,00:00:00
19387,1172.0,2016-07-10 13:18:00,Ohio Street,135.0,411.0,235.6,41.8935,-87.6152,2016-07-10,13:18:00
19390,5068.0,2017-08-12 00:00:00,Foster,97.0,137.0,115.3,41.9785,-87.6515,2017-08-12,00:00:00
19393,2458.0,2017-06-02 00:00:00,Montrose,177.0,539.0,308.9,41.9655,-87.6385,2017-06-02,00:00:00
19394,2772.0,2017-06-10 00:00:00,Howard,13.0,32.0,20.4,42.0188,-87.6663,2017-06-10,00:00:00
19396,6965.0,2018-06-20 11:32:00,Foster,14.0,58.0,28.5,41.9785,-87.6515,2018-06-20,11:32:00
19397,9114.0,2018-08-09 00:00:00,Margaret T Burroughs (31st),105.0,68.0,84.5,41.8393,-87.6072,2018-08-09,00:00:00
19400,8558.0,2018-07-28 11:29:00,57th Street,87.0,102.0,94.2,41.7911,-87.5797,2018-07-28,11:29:00
19405,10331.0,2019-05-24 12:26:00,Humboldt,69.0,61.0,64.9,41.90643,-87.703717,2019-05-24,12:26:00
19407,7700.0,2018-07-09 00:00:00,North Avenue,455.0,41.0,136.6,41.9148,-87.6273,2018-07-09,00:00:00
19408,10127.0,2018-08-30 00:00:00,Rogers,248.0,362.0,299.6,42.0213,-87.6666,2018-08-30,00:00:00
19412,8351.0,2018-07-22 00:00:00,Hartigan (Albion),418.0,675.0,531.2,42.0027,-87.6564,2018-07-22,00:00:00
19414,4179.0,2017-07-17 00:00:00,Howard,1304.0,1892.0,1570.7,42.0188,-87.6663,2017-07-17,00:00:00
19416,7254.0,2018-06-27 00:00:00,Marion Mahony Griffin (Jarvis),123.0,149.0,135.4,42.0161,-87.6647,2018-06-27,00:00:00
19421,4463.0,2017-07-28 00:00:00,North Avenue,274.0,203.0,235.8,41.9148,-87.6273,2017-07-28,00:00:00
19422,704.0,2016-06-11 13:18:00,Ohio Street,5.0,136.0,26.1,41.8935,-87.6152,2016-06-11,13:18:00
19431,2479.0,2017-06-03 12:12:00,Calumet,46.0,87.0,63.3,41.7142,-87.5299,2017-06-03,12:12:00
19432,3526.0,2017-06-29 00:00:00,North Avenue,14.0,165.0,48.1,41.9148,-87.6273,2017-06-29,00:00:00
19435,3683.0,2017-07-04 00:00:00,12th Street,73.0,87.0,79.7,41.8638,-87.6083,2017-07-04,00:00:00
19440,25.0,2015-08-14 00:00:00,63rd Street,1189.4,122.9,382.0,41.7827,-87.5748,2015-08-14,00:00:00
19442,2961.0,2017-06-16 00:00:00,Leone,3.0,3.0,3.0,42.0131,-87.6635,2017-06-16,00:00:00
19443,5391.0,2017-08-22 00:00:00,Montrose,107.0,97.0,101.9,41.9655,-87.6385,2017-08-22,00:00:00
19445,10266.0,2018-09-03 00:00:00,63rd Street,403.0,406.0,404.5,41.7827,-87.5748,2018-09-03,00:00:00
19448,10072.0,2018-08-29 11:32:00,Marion Mahony Griffin (Jarvis),1141.0,1135.0,1138.0,42.0161,-87.6647,2018-08-29,11:32:00
19451,9467.0,2018-08-17 00:00:00,57th Street,405.0,280.0,336.7,41.7911,-87.5797,2018-08-17,00:00:00
19456,10556.0,2019-05-31 12:49:00,Osterman,6.0,73.0,20.9,41.9877,-87.6545,2019-05-31,12:49:00
19458,4281.0,2017-07-20 00:00:00,Oakwood,65.0,189.0,110.8,41.8211,-87.5976,2017-07-20,00:00:00
19461,5271.0,2017-08-19 00:00:00,57th Street,156.0,248.0,196.7,41.7911,-87.5797,2017-08-19,00:00:00
19477,4569.0,2017-07-30 09:18:00,Margaret T Burroughs (31st),159.0,7.0,33.4,41.8393,-87.6072,2017-07-30,09:18:00
19480,5035.0,2017-08-13 00:00:00,63rd Street,79.0,64.0,71.1,41.7827,-87.5748,2017-08-13,00:00:00
19482,1805.0,2016-08-12 12:48:00,Montrose,71.0,196.0,118.0,41.9655,-87.6385,2016-08-12,12:48:00
19483,9530.0,2018-08-18 00:00:00,North Avenue,570.0,472.0,518.7,41.9148,-87.6273,2018-08-18,00:00:00
19487,3325.0,2017-06-26 00:00:00,Rainbow,393.0,223.0,296.0,41.758,-87.551,2017-06-26,00:00:00
19488,7679.0,2018-07-07 00:00:00,Foster,244.0,258.0,250.9,41.9785,-87.6515,2018-07-07,00:00:00
19500,9652.0,2018-08-21 12:00:00,Hartigan (Albion),399.0,719.0,535.6,42.0027,-87.6564,2018-08-21,12:00:00
19507,2345.0,2017-05-28 00:00:00,Rainbow,208.0,161.0,183.0,41.758,-87.551,2017-05-28,00:00:00
19508,3797.0,2017-07-09 00:00:00,Oakwood,106.0,69.0,85.5,41.8211,-87.5976,2017-07-09,00:00:00
19509,1244.0,2016-07-14 12:55:00,63rd Street,257.0,136.0,187.0,41.7827,-87.5748,2016-07-14,12:55:00
19513,3585.0,2017-07-01 12:01:00,Calumet,31.0,5.0,12.4,41.7142,-87.5299,2017-07-01,12:01:00
19517,29.0,2015-06-10 00:00:00,Calumet,851.4,59.1,224.0,41.7142,-87.5299,2015-06-10,00:00:00
19522,5646.0,2017-08-29 00:00:00,63rd Street,391.0,223.0,295.3,41.7827,-87.5748,2017-08-29,00:00:00
19526,7529.0,2018-07-03 00:00:00,Marion Mahony Griffin (Jarvis),140.0,896.0,354.2,42.0161,-87.6647,2018-07-03,00:00:00
19527,5092.0,2017-08-13 00:00:00,Rogers,171.0,237.0,201.3,42.0213,-87.6666,2017-08-13,00:00:00
19533,6145.0,2018-05-31 11:51:00,South Shore,2989.0,2878.0,2933.0,41.7689,-87.5636,2018-05-31,11:51:00
19539,1168.0,2016-07-09 13:03:00,63rd Street,615.0,9.0,74.4,41.7827,-87.5748,2016-07-09,13:03:00
19546,3051.0,2017-06-19 00:00:00,Margaret T Burroughs (31st),657.0,170.0,334.2,41.8393,-87.6072,2017-06-19,00:00:00
19548,4086.0,2017-07-13 00:00:00,Montrose,586.0,453.0,515.2,41.9655,-87.6385,2017-07-13,00:00:00
19555,7753.0,2018-07-08 12:13:00,Marion Mahony Griffin (Jarvis),138.0,297.0,202.4,42.0161,-87.6647,2018-07-08,12:13:00
19562,5089.0,2017-08-13 00:00:00,Leone,247.0,98.0,155.6,42.0131,-87.6635,2017-08-13,00:00:00
19563,1237.0,2016-07-17 14:27:00,Rainbow,60.0,188.0,106.2,41.758,-87.551,2016-07-17,14:27:00
19571,5514.0,2017-08-25 00:00:00,Montrose,97.0,227.0,148.4,41.9655,-87.6385,2017-08-25,00:00:00
19573,10327.0,2019-05-25 12:41:00,63rd Street,523.0,38.0,141.0,41.7827,-87.5748,2019-05-25,12:41:00
19578,7170.0,2018-06-25 11:50:00,North Avenue,15.0,29.0,20.9,41.9148,-87.6273,2018-06-25,11:50:00
19579,6789.0,2018-06-16 00:00:00,Oak Street,175.0,255.0,211.2,41.9032,-87.6235,2018-06-16,00:00:00
19584,3679.0,2017-07-04 00:00:00,Calumet,2621.0,2129.0,2362.2,41.7142,-87.5299,2017-07-04,00:00:00
19585,5914.0,2017-09-04 00:00:00,Rogers,194.0,175.0,184.3,42.0213,-87.6666,2017-09-04,00:00:00
19586,8310.0,2018-07-20 11:54:00,Leone,2906.0,2802.0,2853.5,42.0131,-87.6635,2018-07-20,11:54:00
19592,2969.0,2017-06-17 00:00:00,Ohio Street,142.0,127.0,134.3,41.8935,-87.6152,2017-06-17,00:00:00
19593,3796.0,2017-07-09 00:00:00,63rd Street,1708.0,1353.0,1520.2,41.7827,-87.5748,2017-07-09,00:00:00
19596,2711.0,2017-06-09 00:00:00,Leone,3.0,14.0,6.5,42.0131,-87.6635,2017-06-09,00:00:00
19598,10211.0,2018-09-01 00:00:00,Foster,88.0,20.0,42.0,41.9785,-87.6515,2018-09-01,00:00:00
19599,8372.0,2018-07-23 00:00:00,Leone,669.0,249.0,408.1,42.0131,-87.6635,2018-07-23,00:00:00
19602,269.0,2015-07-24 00:00:00,Montrose,11.1,179.4,45.0,41.9655,-87.6385,2015-07-24,00:00:00
19606,1529.0,2016-08-03 12:31:00,South Shore,202.0,25.0,71.1,41.7689,-87.5636,2016-08-03,12:31:00
19610,62.0,2015-06-03 00:00:00,Rainbow,482.8,171.4,288.0,41.758,-87.551,2015-06-03,00:00:00
19611,2640.0,2017-06-07 00:00:00,Leone,74.0,103.0,87.3,42.0131,-87.6635,2017-06-07,00:00:00
19613,7075.0,2018-06-22 00:00:00,Foster,2611.0,233.0,780.0,41.9785,-87.6515,2018-06-22,00:00:00
19617,522.0,2016-05-26 00:00:00,Montrose,109.0,24.0,51.1,41.9655,-87.6385,2016-05-26,00:00:00
19618,5270.0,2017-08-19 00:00:00,South Shore,651.0,380.0,497.4,41.7689,-87.5636,2017-08-19,00:00:00
19619,3830.0,2017-07-08 00:00:00,63rd Street,1333.0,836.0,1055.6,41.7827,-87.5748,2017-07-08,00:00:00
19620,6371.0,2018-06-06 11:37:00,Foster,477.0,73.0,186.6,41.9785,-87.6515,2018-06-06,11:37:00
19622,5516.0,2017-08-25 00:00:00,Osterman,353.0,523.0,429.7,41.9877,-87.6545,2017-08-25,00:00:00
19624,3387.0,2017-06-27 00:00:00,12th Street,1087.0,574.0,789.9,41.8638,-87.6083,2017-06-27,00:00:00
19626,4139.0,2017-07-15 00:00:00,Margaret T Burroughs (31st),231.0,290.0,258.8,41.8393,-87.6072,2017-07-15,00:00:00
19630,3952.0,2017-07-11 00:00:00,Osterman,235.0,181.0,206.2,41.9877,-87.6545,2017-07-11,00:00:00
19635,1429.0,2016-07-24 12:30:00,12th Street,647.0,830.0,732.8,41.8638,-87.6083,2016-07-24,12:30:00
19636,4441.0,2017-07-26 00:00:00,12th Street,274.0,167.0,213.9,41.8638,-87.6083,2017-07-26,00:00:00
19637,5515.0,2017-08-25 00:00:00,Foster,521.0,348.0,425.8,41.9785,-87.6515,2017-08-25,00:00:00
19648,7168.0,2018-06-25 11:49:00,Margaret T Burroughs (31st),245.0,129.0,177.8,41.8393,-87.6072,2018-06-25,11:49:00
19649,10145.0,2018-08-31 11:55:00,Calumet,634.0,1510.0,978.4,41.7142,-87.5299,2018-08-31,11:55:00
19652,6573.0,2018-06-12 12:10:00,North Avenue,171.0,134.0,151.4,41.9148,-87.6273,2018-06-12,12:10:00
19653,9851.0,2018-08-24 00:00:00,Montrose,57.0,107.0,78.1,41.9655,-87.6385,2018-08-24,00:00:00
19657,246.0,2015-08-11 00:00:00,63rd Street,26.7,92.3,50.0,41.7827,-87.5748,2015-08-11,00:00:00
19658,4795.0,2017-08-06 00:00:00,Rainbow,387.0,430.0,407.9,41.758,-87.551,2017-08-06,00:00:00
19662,6391.0,2018-06-07 11:54:00,Margaret T Burroughs (31st),162.0,132.0,146.2,41.8393,-87.6072,2018-06-07,11:54:00
19666,4946.0,2017-08-10 00:00:00,Calumet,25.0,71.0,42.1,41.7142,-87.5299,2017-08-10,00:00:00
19669,4687.0,2017-08-02 00:00:00,Oakwood,119.0,5.0,24.4,41.8211,-87.5976,2017-08-02,00:00:00
19670,3025.0,2017-06-18 00:00:00,Oak Street,581.0,430.0,499.8,41.9032,-87.6235,2017-06-18,00:00:00
19675,9027.0,2018-08-07 00:00:00,57th Street,94.0,12.0,33.6,41.7911,-87.5797,2018-08-07,00:00:00
19680,1235.0,2016-07-17 14:27:00,Montrose,95.0,44.0,64.7,41.9655,-87.6385,2016-07-17,14:27:00
19686,3522.0,2017-06-30 00:00:00,63rd Street,198.0,119.0,153.5,41.7827,-87.5748,2017-06-30,00:00:00
19691,5810.0,2017-09-01 00:00:00,Howard,317.0,553.0,418.7,42.0188,-87.6663,2017-09-01,00:00:00
19692,3737.0,2017-07-05 00:00:00,Marion Mahony Griffin (Jarvis),364.0,336.0,349.7,42.0161,-87.6647,2017-07-05,00:00:00
19693,7132.0,2018-06-23 11:50:00,Hartigan (Albion),358.0,341.0,349.4,42.0027,-87.6564,2018-06-23,11:50:00
19696,5534.0,2017-08-26 00:00:00,Howard,280.0,442.0,351.8,42.0188,-87.6663,2017-08-26,00:00:00
19700,2171.0,2016-09-01 14:02:00,Ohio Street,84.0,212.0,133.4,41.8935,-87.6152,2016-09-01,14:02:00
19710,4509.0,2017-07-27 00:00:00,Leone,538.0,21.0,106.3,42.0131,-87.6635,2017-07-27,00:00:00
19712,8691.0,2018-07-30 00:00:00,Foster,149.0,70.0,102.1,41.9785,-87.6515,2018-07-30,00:00:00
19714,1343.0,2016-07-21 11:48:00,Calumet,91.0,70.0,79.8,41.7142,-87.5299,2016-07-21,11:48:00
19721,10555.0,2019-05-31 12:49:00,Foster,6.0,13.0,8.8,41.9785,-87.6515,2019-05-31,12:49:00
