,DNA Test ID,DNA Sample Timestamp,Beach,DNA Sample 1 Reading,DNA Sample 2 Reading,DNA Reading Mean,Latitude,Longitude,Sample Date,Sample Time
2157,13238.0,2019-08-17 12:02:00,Leone,100.0,49.0,70.0,42.0131,-87.6635,2019-08-17,12:02:00
2158,13228.0,2019-08-17 12:01:00,North Avenue,52.0,3.0,12.5,41.9148,-87.6273,2019-08-17,12:01:00
2159,13235.0,2019-08-17 12:01:00,Montrose,129.0,80.0,101.6,41.9655,-87.6385,2019-08-17,12:01:00
2160,13227.0,2019-08-17 12:00:00,Ohio Street,7.0,6.0,6.5,41.8935,-87.6152,2019-08-17,12:00:00
2161,13212.0,2019-08-17 12:00:00,12th Street,5.0,20.0,10.0,41.8638,-87.6083,2019-08-17,12:00:00
2162,13236.0,2019-08-17 12:01:00,Foster,45.0,13.0,24.2,41.9785,-87.6515,2019-08-17,12:01:00
2163,13240.0,2019-08-17 12:03:00,Rogers,233.0,253.0,242.8,42.0213,-87.6666,2019-08-17,12:03:00
2164,13230.0,2019-08-17 12:02:00,Marion Mahony Griffin (Jarvis),39.0,113.0,66.4,42.0161,-87.6647,2019-08-17,12:02:00
2165,13234.0,2019-08-17 12:00:00,Humboldt,5.0,11.0,7.4,41.90643,-87.703717,2019-08-17,12:00:00
2166,13229.0,2019-08-17 12:02:00,Osterman,13.0,129.0,41.0,41.9877,-87.6545,2019-08-17,12:02:00
2167,13447.0,2019-08-25 11:34:00,Osterman,3.0,82.0,15.7,41.9877,-87.6545,2019-08-25,11:34:00
2168,13453.0,2019-08-25 11:31:00,Calumet,34.0,52.0,42.0,41.7142,-87.5299,2019-08-25,11:31:00
2169,13444.0,2019-08-25 11:33:00,Humboldt,3.0,414.0,35.2,41.90643,-87.703717,2019-08-25,11:33:00
2170,13440.0,2019-08-25 11:32:00,57th Street,32.0,8.0,16.0,41.7911,-87.5797,2019-08-25,11:32:00
2171,13459.0,2019-08-25 11:35:00,Howard,164.0,73.0,109.4,42.0188,-87.6663,2019-08-25,11:35:00
2172,13458.0,2019-08-25 11:35:00,Hartigan (Albion),314.0,394.0,351.7,42.0027,-87.6564,2019-08-25,11:35:00
2173,13439.0,2019-08-25 11:31:00,South Shore,37.0,62.0,47.9,41.7689,-87.5636,2019-08-25,11:31:00
2174,13441.0,2019-08-25 11:32:00,Oakwood,242.0,248.0,245.0,41.8211,-87.5976,2019-08-25,11:32:00
2176,13454.0,2019-08-25 11:32:00,63rd Street,50.0,21.0,32.4,41.7827,-87.5748,2019-08-25,11:32:00
2177,13438.0,2019-08-25 11:31:00,Rainbow,8.0,77.0,24.8,41.758,-87.551,2019-08-25,11:31:00
2178,13450.0,2019-08-25 11:36:00,Rogers,106.0,122.0,113.7,42.0213,-87.6666,2019-08-25,11:36:00
2179,13443.0,2019-08-25 11:33:00,Ohio Street,1720.0,1432.0,1569.4,41.8935,-87.6152,2019-08-25,11:33:00
2180,13442.0,2019-08-25 11:32:00,12th Street,24.0,135.0,56.9,41.8638,-87.6083,2019-08-25,11:32:00
2186,13452.0,2019-08-26 12:22:00,Oakwood,337.0,347.0,342.0,41.8211,-87.5976,2019-08-26,12:22:00
2187,13493.0,2019-08-26 12:26:00,Oak Street,162.0,276.0,211.5,41.9032,-87.6235,2019-08-26,12:26:00
2188,13474.0,2019-08-26 12:19:00,Rainbow,95.0,39.0,60.9,41.758,-87.551,2019-08-26,12:19:00
2189,13496.0,2019-08-26 12:31:00,Leone,85.0,95.0,89.9,42.0131,-87.6635,2019-08-26,12:31:00
2190,13484.0,2019-08-26 12:32:00,Howard,466.0,596.0,527.0,42.0188,-87.6663,2019-08-26,12:32:00
2192,13483.0,2019-08-26 12:32:00,Marion Mahony Griffin (Jarvis),159.0,238.0,194.5,42.0161,-87.6647,2019-08-26,12:32:00
2193,13480.0,2019-08-26 12:27:00,North Avenue,300.0,270.0,284.6,41.9148,-87.6273,2019-08-26,12:27:00
2194,13473.0,2019-08-26 12:18:00,Calumet,19.0,3.0,7.5,41.7142,-87.5299,2019-08-26,12:18:00
2195,13485.0,2019-08-26 12:33:00,Rogers,374.0,870.0,570.4,42.0213,-87.6666,2019-08-26,12:33:00
2196,13495.0,2019-08-26 12:28:00,Foster,252.0,196.0,222.2,41.9785,-87.6515,2019-08-26,12:28:00
2197,13481.0,2019-08-26 12:29:00,Osterman,67.0,88.0,76.8,41.9877,-87.6545,2019-08-26,12:29:00
2198,13476.0,2019-08-26 12:21:00,57th Street,118.0,126.0,121.9,41.7911,-87.5797,2019-08-26,12:21:00
2199,13479.0,2019-08-26 12:24:00,Ohio Street,192.0,220.0,205.5,41.8935,-87.6152,2019-08-26,12:24:00
2200,13494.0,2019-08-26 12:28:00,Montrose,3.0,18.0,7.3,41.9655,-87.6385,2019-08-26,12:28:00
2201,13475.0,2019-08-26 12:20:00,63rd Street,110.0,11.0,34.8,41.7827,-87.5748,2019-08-26,12:20:00
2202,13451.0,2019-08-26 12:20:00,South Shore,114.0,16.0,42.7,41.7689,-87.5636,2019-08-26,12:20:00
2203,13482.0,2019-08-26 12:30:00,Hartigan (Albion),183.0,487.0,298.5,42.0027,-87.6564,2019-08-26,12:30:00
2204,13478.0,2019-08-26 12:24:00,12th Street,11.0,21.0,15.2,41.8638,-87.6083,2019-08-26,12:24:00
2205,13460.0,2019-08-26 12:26:00,Humboldt,4.0,61.0,15.6,41.90643,-87.703717,2019-08-26,12:26:00
2206,13477.0,2019-08-26 12:23:00,Margaret T Burroughs (31st),174.0,143.0,157.7,41.8393,-87.6072,2019-08-26,12:23:00
2207,13486.0,2019-08-27 11:58:00,Calumet,53.0,89.0,68.7,41.7142,-87.5299,2019-08-27,11:58:00
2208,13488.0,2019-08-27 11:59:00,South Shore,64.0,395.0,159.0,41.7689,-87.5636,2019-08-27,11:59:00
2211,13487.0,2019-08-27 11:59:00,Rainbow,39.0,25.0,31.2,41.758,-87.551,2019-08-27,11:59:00
2214,13491.0,2019-08-27 12:02:00,12th Street,15.0,55.0,28.7,41.8638,-87.6083,2019-08-27,12:02:00
2215,13501.0,2019-08-27 12:05:00,Osterman,18.0,15.0,16.4,41.9877,-87.6545,2019-08-27,12:05:00
2216,13498.0,2019-08-27 12:02:00,Margaret T Burroughs (31st),70.0,315.0,148.5,41.8393,-87.6072,2019-08-27,12:02:00
2217,13520.0,2019-08-27 12:07:00,Rogers,1950.0,1344.0,1618.9,42.0213,-87.6666,2019-08-27,12:07:00
2218,13519.0,2019-08-27 12:06:00,Howard,59.0,134.0,88.9,42.0188,-87.6663,2019-08-27,12:06:00
2219,13514.0,2019-08-27 12:04:00,Humboldt,325.0,70.0,150.8,41.90643,-87.703717,2019-08-27,12:04:00
2220,13489.0,2019-08-27 12:01:00,57th Street,28.0,145.0,63.7,41.7911,-87.5797,2019-08-27,12:01:00
2221,13516.0,2019-08-27 12:05:00,Foster,84.0,75.0,79.4,41.9785,-87.6515,2019-08-27,12:05:00
2222,13513.0,2019-08-27 12:03:00,Oak Street,69.0,30.0,45.5,41.9032,-87.6235,2019-08-27,12:03:00
2223,13502.0,2019-08-27 12:06:00,Marion Mahony Griffin (Jarvis),646.0,449.0,538.6,42.0161,-87.6647,2019-08-27,12:06:00
2224,13517.0,2019-08-27 12:05:00,Hartigan (Albion),916.0,787.0,849.1,42.0027,-87.6564,2019-08-27,12:05:00
2225,13490.0,2019-08-27 12:01:00,Oakwood,103.0,125.0,113.5,41.8211,-87.5976,2019-08-27,12:01:00
2227,13499.0,2019-08-27 12:03:00,Ohio Street,48.0,12.0,24.0,41.8935,-87.6152,2019-08-27,12:03:00
2228,13497.0,2019-08-27 12:01:00,63rd Street,27.0,36.0,31.2,41.7827,-87.5748,2019-08-27,12:01:00
2229,13515.0,2019-08-27 12:04:00,Montrose,305.0,66.0,141.9,41.9655,-87.6385,2019-08-27,12:04:00
2230,13518.0,2019-08-27 12:05:00,Leone,178.0,22.0,62.6,42.0131,-87.6635,2019-08-27,12:05:00
2232,13504.0,2019-08-28 12:01:00,South Shore,109.0,99.0,103.9,41.7689,-87.5636,2019-08-28,12:01:00
2233,13553.0,2019-08-28 12:06:00,Leone,18.0,13.0,15.3,42.0131,-87.6635,2019-08-28,12:06:00
2234,13536.0,2019-08-28 12:04:00,Oak Street,59.0,9.0,23.0,41.9032,-87.6235,2019-08-28,12:04:00
2235,13512.0,2019-08-28 12:05:00,Osterman,111.0,46.0,71.5,41.9877,-87.6545,2019-08-28,12:05:00
2236,13533.0,2019-08-28 12:01:00,Calumet,251.0,353.0,297.7,41.7142,-87.5299,2019-08-28,12:01:00
2237,13506.0,2019-08-28 12:02:00,Oakwood,10.0,50.0,22.4,41.8211,-87.5976,2019-08-28,12:02:00
2238,13505.0,2019-08-28 12:02:00,57th Street,52.0,27.0,37.5,41.7911,-87.5797,2019-08-28,12:02:00
2241,13554.0,2019-08-28 12:07:00,Rogers,338.0,162.0,234.0,42.0213,-87.6666,2019-08-28,12:07:00
2242,13539.0,2019-08-28 12:07:00,Howard,16.0,10.0,12.6,42.0188,-87.6663,2019-08-28,12:07:00
2243,13509.0,2019-08-28 12:04:00,Humboldt,190.0,516.0,313.1,41.90643,-87.703717,2019-08-28,12:04:00
2244,13537.0,2019-08-28 12:05:00,Montrose,3265.0,4771.0,3946.8,41.9655,-87.6385,2019-08-28,12:05:00
2245,13538.0,2019-08-28 12:06:00,Hartigan (Albion),67.0,39.0,51.1,42.0027,-87.6564,2019-08-28,12:06:00
2246,13508.0,2019-08-28 12:03:00,Ohio Street,7.0,2.0,3.7,41.8935,-87.6152,2019-08-28,12:03:00
2247,13521.0,2019-08-28 12:07:00,Marion Mahony Griffin (Jarvis),265.0,231.0,247.4,42.0161,-87.6647,2019-08-28,12:07:00
2248,13534.0,2019-08-28 12:02:00,63rd Street,109.0,58.0,79.5,41.7827,-87.5748,2019-08-28,12:02:00
2249,13503.0,2019-08-28 12:01:00,Rainbow,255.0,104.0,162.8,41.758,-87.551,2019-08-28,12:01:00
2250,13535.0,2019-08-28 12:03:00,Margaret T Burroughs (31st),3.0,9.0,5.2,41.8393,-87.6072,2019-08-28,12:03:00
2251,13511.0,2019-08-28 12:05:00,Foster,128.0,182.0,152.6,41.9785,-87.6515,2019-08-28,12:05:00
2252,13507.0,2019-08-28 12:03:00,12th Street,121.0,50.0,77.8,41.8638,-87.6083,2019-08-28,12:03:00
2253,13510.0,2019-08-28 12:04:00,North Avenue,61.0,40.0,49.4,41.9148,-87.6273,2019-08-28,12:04:00
2258,13399.0,2019-08-22 11:58:00,Ohio Street,46.0,23.0,32.5,41.8935,-87.6152,2019-08-22,11:58:00
2259,13555.0,2019-08-22 13:36:00,Oak Street,267.0,7.0,43.2,41.9032,-87.6235,2019-08-22,13:36:00
2260,13541.0,2019-08-29 11:58:00,Oakwood,35.0,11.0,19.6,41.8211,-87.5976,2019-08-29,11:58:00
2261,13574.0,2019-08-29 11:57:00,63rd Street,87.0,89.0,88.0,41.7827,-87.5748,2019-08-29,11:57:00
2262,13577.0,2019-08-29 11:59:00,12th Street,3.0,3.0,3.0,41.8638,-87.6083,2019-08-29,11:59:00
2263,13540.0,2019-08-29 11:57:00,Rainbow,11.0,9.0,9.9,41.758,-87.551,2019-08-29,11:57:00
2264,13575.0,2019-08-29 11:58:00,57th Street,82.0,19.0,39.5,41.7911,-87.5797,2019-08-29,11:58:00
2265,13573.0,2019-08-29 11:57:00,Calumet,10.0,7.0,8.4,41.7142,-87.5299,2019-08-29,11:57:00
2266,13576.0,2019-08-29 11:59:00,Margaret T Burroughs (31st),122.0,7.0,29.2,41.8393,-87.6072,2019-08-29,11:59:00
2267,13589.0,2019-08-30 12:21:00,Montrose,77.0,229.0,132.8,41.9655,-87.6385,2019-08-30,12:21:00
2268,13613.0,2019-08-30 12:33:00,Howard,153.0,196.0,173.2,42.0188,-87.6663,2019-08-30,12:33:00
2269,13546.0,2019-08-30 12:06:00,Calumet,5505.0,2072.0,3377.3,41.7142,-87.5299,2019-08-30,12:06:00
2270,13591.0,2019-08-30 12:27:00,Hartigan (Albion),617.0,430.0,515.1,42.0027,-87.6564,2019-08-30,12:27:00
2271,13551.0,2019-08-30 12:18:00,Oakwood,87.0,80.0,83.4,41.8211,-87.5976,2019-08-30,12:18:00
2272,13588.0,2019-08-30 12:19:00,North Avenue,4747.0,180.0,924.4,41.9148,-87.6273,2019-08-30,12:19:00
2273,13552.0,2019-08-30 12:18:00,Margaret T Burroughs (31st),1558.0,500.0,882.6,41.8393,-87.6072,2019-08-30,12:18:00
2274,13595.0,2019-08-30 12:21:00,Foster,73.0,26.0,43.6,41.9785,-87.6515,2019-08-30,12:21:00
2275,13596.0,2019-08-30 12:32:00,Marion Mahony Griffin (Jarvis),426.0,237.0,317.7,42.0161,-87.6647,2019-08-30,12:32:00
2276,13548.0,2019-08-30 12:16:00,South Shore,319.0,231.0,271.5,41.7689,-87.5636,2019-08-30,12:16:00
2277,13592.0,2019-08-30 12:29:00,Leone,136.0,114.0,124.5,42.0131,-87.6635,2019-08-30,12:29:00
2278,13594.0,2019-08-30 12:19:00,Humboldt,3.0,3.0,3.0,41.90643,-87.703717,2019-08-30,12:19:00
2279,13614.0,2019-08-30 12:33:00,Rogers,290.0,396.0,338.9,42.0213,-87.6666,2019-08-30,12:33:00
2280,13587.0,2019-08-30 12:19:00,Oak Street,140.0,77.0,103.8,41.9032,-87.6235,2019-08-30,12:19:00
2282,13578.0,2019-08-29 12:00:00,Oak Street,165.0,18.0,54.5,41.9032,-87.6235,2019-08-29,12:00:00
2283,13581.0,2019-08-29 12:02:00,Foster,21.0,40.0,29.0,41.9785,-87.6515,2019-08-29,12:02:00
2284,13543.0,2019-08-29 12:01:00,North Avenue,24.0,4.0,9.8,41.9148,-87.6273,2019-08-29,12:01:00
2285,13542.0,2019-08-29 12:00:00,Ohio Street,9.0,65.0,24.2,41.8935,-87.6152,2019-08-29,12:00:00
2286,13584.0,2019-08-29 12:04:00,Howard,24.0,67.0,40.1,42.0188,-87.6663,2019-08-29,12:04:00
2287,13579.0,2019-08-29 12:01:00,Humboldt,10.0,9.0,9.5,41.90643,-87.703717,2019-08-29,12:01:00
2288,13544.0,2019-08-29 12:02:00,Osterman,69.0,67.0,68.0,41.9877,-87.6545,2019-08-29,12:02:00
2289,13580.0,2019-08-29 12:02:00,Montrose,6.0,19.0,10.7,41.9655,-87.6385,2019-08-29,12:02:00
2290,13545.0,2019-08-29 12:04:00,Marion Mahony Griffin (Jarvis),15.0,8.0,11.0,42.0161,-87.6647,2019-08-29,12:04:00
2291,13585.0,2019-08-29 12:05:00,Rogers,50.0,125.0,79.1,42.0213,-87.6666,2019-08-29,12:05:00
2292,13583.0,2019-08-29 12:03:00,Leone,12.0,28.0,18.3,42.0131,-87.6635,2019-08-29,12:03:00
2293,13582.0,2019-08-29 12:03:00,Hartigan (Albion),108.0,116.0,111.9,42.0027,-87.6564,2019-08-29,12:03:00
2294,13590.0,2019-08-30 12:22:00,Osterman,427.0,274.0,342.0,41.9877,-87.6545,2019-08-30,12:22:00
2295,13593.0,2019-08-30 12:18:00,12th Street,33.0,48.0,39.8,41.8638,-87.6083,2019-08-30,12:18:00
2296,13547.0,2019-08-30 12:16:00,Rainbow,855.0,922.0,887.9,41.758,-87.551,2019-08-30,12:16:00
2297,13550.0,2019-08-30 12:17:00,57th Street,466.0,317.0,384.3,41.7911,-87.5797,2019-08-30,12:17:00
2298,13586.0,2019-08-30 12:18:00,Ohio Street,99.0,351.0,186.4,41.8935,-87.6152,2019-08-30,12:18:00
2299,13549.0,2019-08-30 12:17:00,63rd Street,559.0,674.0,613.8,41.7827,-87.5748,2019-08-30,12:17:00
2300,13624.0,2019-08-31 11:53:00,Foster,4.0,6.0,4.9,41.9785,-87.6515,2019-08-31,11:53:00
2301,13599.0,2019-08-31 11:51:00,12th Street,1217.0,154.0,432.9,41.8638,-87.6083,2019-08-31,11:51:00
2302,13602.0,2019-08-31 11:55:00,Marion Mahony Griffin (Jarvis),61.0,265.0,127.1,42.0161,-87.6647,2019-08-31,11:55:00
2303,13625.0,2019-08-31 11:53:00,Hartigan (Albion),103.0,12.0,35.2,42.0027,-87.6564,2019-08-31,11:53:00
2304,13621.0,2019-08-31 11:51:00,Oak Street,12.0,38.0,21.4,41.9032,-87.6235,2019-08-31,11:51:00
2305,13622.0,2019-08-31 11:52:00,North Avenue,122.0,50.0,78.1,41.9148,-87.6273,2019-08-31,11:52:00
2306,13618.0,2019-08-31 11:50:00,Oakwood,81.0,71.0,75.8,41.8211,-87.5976,2019-08-31,11:50:00
2307,13600.0,2019-08-31 11:52:00,Humboldt,5.0,4.0,4.5,41.90643,-87.703717,2019-08-31,11:52:00
2308,13616.0,2019-08-31 11:49:00,South Shore,184.0,123.0,150.4,41.7689,-87.5636,2019-08-31,11:49:00
2309,13601.0,2019-08-31 11:53:00,Osterman,13.0,13.0,13.0,41.9877,-87.6545,2019-08-31,11:53:00
2311,13627.0,2019-08-31 11:55:00,Howard,83.0,131.0,104.3,42.0188,-87.6663,2019-08-31,11:55:00
2312,13628.0,2019-08-31 11:55:00,Rogers,359.0,446.0,400.1,42.0213,-87.6666,2019-08-31,11:55:00
2313,13617.0,2019-08-31 11:49:00,63rd Street,14.0,14.0,14.0,41.7827,-87.5748,2019-08-31,11:49:00
2315,13598.0,2019-08-31 11:50:00,57th Street,174.0,53.0,96.0,41.7911,-87.5797,2019-08-31,11:50:00
2318,13623.0,2019-08-31 11:52:00,Montrose,14.0,75.0,32.4,41.9655,-87.6385,2019-08-31,11:52:00
2319,13626.0,2019-08-31 11:54:00,Leone,116.0,272.0,177.6,42.0131,-87.6635,2019-08-31,11:54:00
2320,13615.0,2019-08-31 11:46:00,Calumet,252.0,509.0,358.1,41.7142,-87.5299,2019-08-31,11:46:00
2321,13619.0,2019-08-31 11:50:00,Margaret T Burroughs (31st),61.0,121.0,85.9,41.8393,-87.6072,2019-08-31,11:50:00
2322,13620.0,2019-08-31 11:51:00,Ohio Street,47.0,45.0,46.0,41.8935,-87.6152,2019-08-31,11:51:00
2325,13654.0,2019-09-01 11:56:00,Marion Mahony Griffin (Jarvis),20.0,104.0,45.6,42.0161,-87.6647,2019-09-01,11:56:00
2326,13605.0,2019-09-01 11:51:00,57th Street,261.0,255.0,258.0,41.7911,-87.5797,2019-09-01,11:51:00
2327,13608.0,2019-09-01 11:52:00,Ohio Street,176.0,91.0,126.6,41.8935,-87.6152,2019-09-01,11:52:00
2328,13639.0,2019-09-01 11:56:00,Howard,1021.0,338.0,587.5,42.0188,-87.6663,2019-09-01,11:56:00
2329,13655.0,2019-09-01 11:57:00,Rogers,37.0,99.0,60.5,42.0213,-87.6666,2019-09-01,11:57:00
2330,13610.0,2019-09-01 11:53:00,North Avenue,681.0,231.0,396.6,41.9148,-87.6273,2019-09-01,11:53:00
2331,13635.0,2019-09-01 11:51:00,Margaret T Burroughs (31st),166.0,170.0,168.0,41.8393,-87.6072,2019-09-01,11:51:00
2332,13634.0,2019-09-01 11:50:00,63rd Street,23.0,26.0,24.5,41.7827,-87.5748,2019-09-01,11:50:00
2333,13606.0,2019-09-01 11:51:00,Oakwood,25.0,109.0,52.2,41.8211,-87.5976,2019-09-01,11:51:00
2334,13604.0,2019-09-01 11:50:00,South Shore,258.0,227.0,242.0,41.7689,-87.5636,2019-09-01,11:50:00
2335,13612.0,2019-09-01 11:54:00,Osterman,148.0,61.0,95.0,41.9877,-87.6545,2019-09-01,11:54:00
2336,13603.0,2019-09-01 11:49:00,Rainbow,482.0,83.0,200.0,41.758,-87.551,2019-09-01,11:49:00
2337,13636.0,2019-09-01 11:52:00,Oak Street,17.0,11.0,13.7,41.9032,-87.6235,2019-09-01,11:52:00
2338,13637.0,2019-09-01 11:54:00,Montrose,75.0,127.0,97.6,41.9655,-87.6385,2019-09-01,11:54:00
2339,13653.0,2019-09-01 11:55:00,Leone,127.0,98.0,111.6,42.0131,-87.6635,2019-09-01,11:55:00
2340,13607.0,2019-09-01 11:52:00,12th Street,112.0,264.0,172.0,41.8638,-87.6083,2019-09-01,11:52:00
2342,13633.0,2019-09-01 11:49:00,Calumet,155.0,117.0,134.7,41.7142,-87.5299,2019-09-01,11:49:00
2343,13638.0,2019-09-01 11:55:00,Hartigan (Albion),1353.0,961.0,1140.3,42.0027,-87.6564,2019-09-01,11:55:00
2344,13609.0,2019-09-01 11:53:00,Humboldt,5.0,15.0,8.7,41.90643,-87.703717,2019-09-01,11:53:00
2346,13611.0,2019-09-01 11:54:00,Foster,436.0,454.0,444.9,41.9785,-87.6515,2019-09-01,11:54:00
2347,13631.0,2019-09-02 12:17:00,63rd Street,78.0,61.0,69.0,41.7827,-87.5748,2019-09-02,12:17:00
2348,13676.0,2019-09-02 12:21:00,North Avenue,128.0,42.0,73.3,41.9148,-87.6273,2019-09-02,12:21:00
2351,13694.0,2019-09-02 12:19:00,Ohio Street,132.0,172.0,150.7,41.8935,-87.6152,2019-09-02,12:19:00
2352,13701.0,2019-09-02 12:25:00,Howard,92.0,122.0,105.9,42.0188,-87.6663,2019-09-02,12:25:00
2353,13674.0,2019-09-02 12:18:00,Oakwood,320.0,226.0,268.9,41.8211,-87.5976,2019-09-02,12:18:00
2354,13675.0,2019-09-02 12:20:00,12th Street,9.0,7.0,7.9,41.8638,-87.6083,2019-09-02,12:20:00
2355,13698.0,2019-09-02 12:23:00,Foster,8.0,41.0,18.1,41.9785,-87.6515,2019-09-02,12:23:00
2356,13678.0,2019-09-02 12:24:00,Leone,58.0,148.0,92.6,42.0131,-87.6635,2019-09-02,12:24:00
2357,13696.0,2019-09-02 12:20:00,Humboldt,109.0,10256.0,1057.3,41.90643,-87.703717,2019-09-02,12:20:00
2358,13693.0,2019-09-02 12:19:00,Margaret T Burroughs (31st),7.0,3.0,4.6,41.8393,-87.6072,2019-09-02,12:19:00
2359,13629.0,2019-09-02 12:16:00,Calumet,156.0,121.0,137.4,41.7142,-87.5299,2019-09-02,12:16:00
2360,13700.0,2019-09-02 12:24:00,Marion Mahony Griffin (Jarvis),82.0,15.0,35.1,42.0161,-87.6647,2019-09-02,12:24:00
2361,13630.0,2019-09-02 12:17:00,Rainbow,59.0,58.0,58.5,41.758,-87.551,2019-09-02,12:17:00
2362,13697.0,2019-09-02 12:22:00,Montrose,53.0,20.0,32.6,41.9655,-87.6385,2019-09-02,12:22:00
2363,13695.0,2019-09-02 12:20:00,Oak Street,12.0,61.0,27.1,41.9032,-87.6235,2019-09-02,12:20:00
2364,13673.0,2019-09-02 12:17:00,South Shore,193.0,94.0,134.7,41.7689,-87.5636,2019-09-02,12:17:00
2365,13677.0,2019-09-02 12:23:00,Osterman,107.0,81.0,93.1,41.9877,-87.6545,2019-09-02,12:23:00
2366,13699.0,2019-09-02 12:23:00,Hartigan (Albion),60.0,38.0,47.7,42.0027,-87.6564,2019-09-02,12:23:00
2367,13632.0,2019-09-02 12:18:00,57th Street,21.0,1283.0,164.1,41.7911,-87.5797,2019-09-02,12:18:00
2368,13702.0,2019-09-02 12:25:00,Rogers,237.0,341.0,284.3,42.0213,-87.6666,2019-09-02,12:25:00
2372,13500.0,2019-08-27 12:04:00,North Avenue,164.0,11.0,42.5,41.9148,-87.6273,2019-08-27,12:04:00
2374,541.0,2016-06-01 12:48:00,Calumet,306.0,1789.0,739.9,41.7142,-87.5299,2016-06-01,12:48:00
2375,541.0,2016-06-01 12:48:00,Calumet,306.0,1789.0,739.9,41.7142,-87.5299,2016-06-01,12:48:00
4979,9215.0,2018-08-10 00:00:00,Humboldt,13.0,73.0,30.8,41.90643,-87.703717,2018-08-10,00:00:00
4981,9971.0,2018-08-28 00:00:00,Montrose,1839.0,1036.0,1380.3,41.9655,-87.6385,2018-08-28,00:00:00
4982,10216.0,2018-09-03 00:00:00,South Shore,901.0,599.0,734.6,41.7689,-87.5636,2018-09-03,00:00:00
4984,10171.0,2018-08-31 11:55:00,Hartigan (Albion),993.0,443.0,663.2,42.0027,-87.6564,2018-08-31,11:55:00
4995,8825.0,2018-08-01 00:00:00,Humboldt,10.0,28.0,16.7,41.90643,-87.703717,2018-08-01,00:00:00
4999,64.0,2015-06-02 00:00:00,South Shore,473.5,90.3,207.0,41.7689,-87.5636,2015-06-02,00:00:00
5000,3528.0,2017-06-29 00:00:00,Osterman,37.0,87.0,56.7,41.9877,-87.6545,2017-06-29,00:00:00
5002,3513.0,2017-06-29 00:00:00,Ohio Street,255.0,762.0,440.8,41.8935,-87.6152,2017-06-29,00:00:00
5005,10169.0,2018-08-31 11:55:00,North Avenue,88.0,71.0,79.0,41.9148,-87.6273,2018-08-31,11:55:00
5007,239.0,2015-06-12 00:00:00,63rd Street,31.3,168.9,73.0,41.7827,-87.5748,2015-06-12,00:00:00
5008,687.0,2016-06-10 13:28:00,Ohio Street,1580.0,1789.0,1681.3,41.8935,-87.6152,2016-06-10,13:28:00
5010,9718.0,2018-08-23 00:00:00,63rd Street,402.0,661.0,515.5,41.7827,-87.5748,2018-08-23,00:00:00
5012,10428.0,2019-05-27 11:44:00,12th Street,60.0,11.0,25.7,41.8638,-87.6083,2019-05-27,11:44:00
5021,10285.0,2019-05-24 07:08:00,Calumet,30.0,38.0,33.8,41.7142,-87.5299,2019-05-24,07:08:00
5030,3195.0,2017-06-23 00:00:00,Marion Mahony Griffin (Jarvis),42.0,2198.0,303.8,42.0161,-87.6647,2017-06-23,00:00:00
5043,5545.0,2017-08-26 00:00:00,Margaret T Burroughs (31st),33.0,260.0,92.6,41.8393,-87.6072,2017-08-26,00:00:00
5047,3313.0,2017-06-26 00:00:00,Leone,652.0,93.0,246.2,42.0131,-87.6635,2017-06-26,00:00:00
5051,1166.0,2016-07-09 13:02:00,Rainbow,562.0,576.0,569.0,41.758,-87.551,2016-07-09,13:02:00
5052,2347.0,2017-05-28 00:00:00,57th Street,127.0,190.0,155.3,41.7911,-87.5797,2017-05-28,00:00:00
5057,4981.0,2017-08-11 00:00:00,Marion Mahony Griffin (Jarvis),128.0,148.0,137.6,42.0161,-87.6647,2017-08-11,00:00:00
5060,9214.0,2018-08-10 00:00:00,Oak Street,101.0,162.0,127.9,41.9032,-87.6235,2018-08-10,00:00:00
5064,8556.0,2018-07-28 11:29:00,Calumet,147.0,151.0,149.0,41.7142,-87.5299,2018-07-28,11:29:00
5066,7928.0,2018-07-12 11:47:00,12th Street,20.0,5.0,10.0,41.8638,-87.6083,2018-07-12,11:47:00
5071,3395.0,2017-06-27 00:00:00,Rogers,64.0,50.0,56.6,42.0213,-87.6666,2017-06-27,00:00:00
5077,35.0,2015-07-08 00:00:00,Montrose,692.8,2265.7,1253.0,41.9655,-87.6385,2015-07-08,00:00:00
5078,3186.0,2017-06-23 00:00:00,57th Street,54.0,12.0,25.5,41.7911,-87.5797,2017-06-23,00:00:00
5088,2934.0,2017-06-15 00:00:00,Calumet,521.0,909.0,688.2,41.7142,-87.5299,2017-06-15,00:00:00
5089,1990.0,2016-08-21 12:44:00,Calumet,468.0,355.0,407.6,41.7142,-87.5299,2016-08-21,12:44:00
5090,4272.0,2017-07-19 00:00:00,Foster,73.0,113.0,90.8,41.9785,-87.6515,2017-07-19,00:00:00
5097,4665.0,2017-08-02 00:00:00,Calumet,4.0,14.0,7.5,41.7142,-87.5299,2017-08-02,00:00:00
5118,2646.0,2017-06-06 12:07:00,63rd Street,150.0,39.0,76.5,41.7827,-87.5748,2017-06-06,12:07:00
5123,8285.0,2018-07-20 11:54:00,Rainbow,25.0,24.0,24.5,41.758,-87.551,2018-07-20,11:54:00
5124,7766.0,2018-07-09 00:00:00,63rd Street,195.0,138.0,164.0,41.7827,-87.5748,2018-07-09,00:00:00
